ID,Duration,StartingHour,Age,Male,Organisation_Type_Academia,Organisation_Type_Business,Organisation_Type_Consulting,Organisation_Type_Government,Organisation_Type_Independent,Organisation_Type_Other,Organisation_Type_Student,Organisation_Position,Organisation_Role_Marketing,Organisation_Role_Sales,Organisation_Role_Finance,Organisation_Role_Production,Organisation_Role_RD,Organisation_Role_IT,Organisation_Role_Support,Organisation_Role_Other,Org_Industry_IT,Org_Industry_FinancialServices,Org_Industry_Other,Org_Industry_Education,Org_Industry_Goverment,Org_Industry_Energy,Org_Industry_ProfServices,Org_Industry_Communications,Org_Industry_Retail,Org_Industry_Healthcare,Org_Industry_Manufacturing,Org_Industry_Transportation,Org_Industry_Gaming,Degree,Studies_ScienceMath,Studies_Engeneering,Studies_ICT,Studies_Commerce,Studies_SocialScience,Studies_Law,Studies_Other,Years_DataScience,Skill_Algorithms,Skill_BackEndProgramming,Skill_Bayesian,Skill_BigData,Skill_Business,Skill_ClassicalStatistics,Skill_DataManipulations,Skill_FrontEndProgramming,Skill_GraphicalModels,Skill_MachineLearning,Skill_Math,Skill_Optimization,Skill_ProductDevelopment,Skill_Science,Skill_Simulation,Skill_SpatialStatistics,Skill_StructuredData,Skill_SurveysMarketing,Skill_SystemAdministration,Skill_TemporalStatistics,Skill_UnstructuredData,Skill_Visualisation,ScientistType_Developer,ScientistType_Engineer,ScientistType_Researcher,ScientistType_Scientist,ScientistType_Statistician,ScientistType_JockOfAllTrades,ScientistType_Artist,ScientistType_Hacker,ScientistType_Leader,ScientistType_Business,ScientistType_Entrepreneur,Motivation_NeverAttended,Motivation_Socializing,Motivation_NetworkingB2B,Motivation_Networking4Employer,Motivation_Networking4Employees,Motivation_NewDevelopments,Motivation_Belgian_DS_Scene,Motivation_Contributing,Motivation_Other,BDSC_Organisation_Meetups,BDSC_Organisation_Data4Good,BDSC_Organisation_Hackathons,BDSC_Organisation_Kaggle,BDSC_Organisation_Training,BDSC_Training_Bootcamp,BDSC_Training_Coaching,BDSC_Training_Courses,BDSC_Training_CustomTraining,BDSC_Training_HandsOn
3831480137,3707,9,60,1,0,1,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,30,3,3,3,3,4,3,5,4,4,2,3,3,5,4,2,4,3,4,3,3,3,3,4,1,4,4,3,3,2,5,5,4,5,1,1,1,0,1,1,1,1,0,4,5,5,2,5,4,4,4,1,3
3831481858,329,10,30,1,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,5,3,3,3,3,3,3,4,5,3,3,3,3,5,3,3,3,3,3,4,4,4,4,5,2,5,5,3,3,3,5,3,3,4,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4
3831487014,501,10,30,1,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5,5,4,4,4,4,5,4,4,4,5,5,5,3,3,3,5,4,5,3,5,4,5,5,1,3,4,5,3,5,3,4,5,0,1,1,0,0,1,1,1,0,5,4,4,3,2,3,2,3,2,4
3831493920,459,10,50,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,5,2,1,1,2,5,5,1,1,2,1,1,1,4,1,1,1,1,1,1,5,1,3,1,1,4,1,4,1,4,1,2,5,5,1,0,0,0,0,0,0,0,0,4,4,4,2,4,4,4,3,3,4
3831495899,2290,10,50,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,25,1,1,1,3,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,0,1,1,1,1,1,1,1,0,5,5,3,3,4,3,4,4,4,4
3831497639,951,10,40,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,3,5,2,3,3,4,5,4,2,2,3,2,2,1,3,1,5,2,4,4,4,4,5,3,4,3,2,4,1,4,3,2,3,1,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,3,2,5
3831508316,691,11,50,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,10,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,3,1,4,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,0,1,0,1,1,1,0,0,5,3,4,4,4,4,4,5,5,5
3831510115,470,11,30,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,4,4,4,4,4,4,4,5,3,5
3831513427,330,11,50,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,3,2,3,3,1,4,4,3,4,4,4,3,2,4,3,4,3,2,1,3,3,3,3,4,5,4,4,3,3,3,1,1,1,0,1,0,1,0,0,1,0,0,5,3,4,3,3,3,3,3,3,4
3831514406,1167,11,40,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,1,1,3,1,5,5,3,3,1,2,5,4,5,1,3,2,1,2,1,1,1,1,3,3,4,2,3,3,4,2,5,5,4,1,0,0,0,1,1,1,0,0,4,4,3,3,3,3,3,4,4,3
3831516135,581,11,20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,4,4,2,3,2,1,2,4,2,2,1,1,4,2,1,1,4,3,2,2,3,3,5,2,1,3,2,1,1,4,3,2,3,1,1,0,1,0,1,1,0,0,3,4,5,3,4,3,4,5,2,5
3831520904,458,11,50,1,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,20,4,5,4,5,3,3,3,3,3,3,3,4,4,3,3,3,2,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4,4,0,0,0,0,0,0,0,1,0,3,3,4,4,3,3,3,3,3,3
3831526755,1289,11,50,1,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,25,3,2,1,2,4,2,1,2,1,1,1,1,4,1,1,1,5,2,3,2,2,2,4,4,2,2,1,1,1,1,4,4,5,0,1,0,0,0,1,1,0,0,5,3,3,2,4,3,5,4,4,5
3831535112,886,11,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,2,2,2,3,4,4,2,2,3,4,3,1,3,3,1,2,3,1,2,1,2,1,3,2,1,3,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,5,4,2,3,5,5,5,5,5,5
3831551508,773,12,40,1,0,0,0,0,1,0,0,4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,2,3,1,3,4,2,4,2,3,1,1,1,4,1,3,2,4,1,5,3,3,4,1,2,1,1,1,1,1,4,1,3,5,0,1,1,0,0,1,1,0,0,5,3,2,3,1,4,5,2,2,5
3831557768,649,12,30,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,1,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,4,3,1,3,4,2,4,4,4,3
3831571702,82,12,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831572337,637,12,40,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,5,1,1,2,1,1,5,5,1,5,5,2,1,1,5,1,1,3,4,1,3,2,5,1,1,4,4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,1,1
3831599451,846,13,40,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,15,4,2,3,3,4,5,4,2,2,4,4,3,4,2,2,2,4,3,2,2,2,4,4,4,4,2,5,3,3,4,5,5,3,0,1,0,0,1,1,1,0,0,5,5,4,3,3,1,1,1,1,1
3831600744,537,13,30,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,5,2,2,2,1,4,4,3,1,4,5,3,1,4,2,1,2,1,3,1,3,4,3,4,5,5,4,1,1,2,2,1,1,1,1,0,1,0,0,1,0,0,3,4,4,4,3,3,4,4,5,1
3831607794,408,13,60,1,0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,30,3,4,4,4,4,3,4,3,5,4,2,3,4,4,4,2,4,2,3,3,4,4,4,2,3,4,3,5,3,2,3,3,5,0,1,1,1,1,1,1,0,0,4,3,3,3,3,3,3,3,3,4
3831609440,11250,13,40,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,10,3,3,3,4,1,4,4,4,3,4,4,3,3,4,3,2,4,3,4,4,3,4,4,3,4,4,4,3,4,5,1,1,1,0,1,0,1,0,1,1,0,0,5,4,4,4,4,4,4,4,4,4
3831619931,396,13,40,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,3,3,2,2,3,4,3,2,2,3,2,2,2,4,2,2,2,3,4,3,2,3,4,3,3,2,2,2,3,2,2,4,5,4,0,0,1,0,1,1,1,1,0,5,3,4,2,4,2,2,3,1,4
3831645300,705,14,40,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,10,3,1,3,1,1,3,4,1,1,4,4,4,1,4,1,1,1,1,1,3,1,3,3,2,5,5,2,4,3,2,2,1,2,0,1,0,1,0,1,1,0,0,5,4,3,4,4,3,3,4,3,4
3831657538,460,14,20,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,3,4,1,3,2,1,2,4,2,2,3,2,2,4,1,1,5,1,2,2,4,5,5,5,4,5,2,4,2,4,3,2,2,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4
3831673163,979,15,30,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,4,3,3,2,2,2,2,1,4,2,3,2,1,3,2,1,3,2,4,2,1,2,2,2,3,2,2,3,1,3,2,1,2,0,1,0,1,0,1,1,0,0,5,3,4,4,1,5,5,5,1,4
3831685112,6134,13,30,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,1,4,1,1,4,3,1,1,3,4,1,1,4,1,1,1,1,1,4,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3
3831749174,478,16,30,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
3831758240,10224,16,30,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831772701,99,17,50,1,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831784002,518,17,50,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,4,3,1,2,1,3,3,2,1,3,3,1,1,1,1,1,5,1,4,2,2,3,5,4,2,1,2,4,1,5,1,1,1,1,0,0,0,0,1,0,0,0,5,3,3,3,4,2,4,4,1,4
3831796905,658,17,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,1,4,4,2,4,4,2,3,2,3,3,3,3,3,3,3,3,4,4,4,4,5,5,3,3,5,3,2,1,3,3,3,0,0,0,0,0,1,0,0,0,3,3,4,4,3,2,3,4,2,3
3831841597,1506,18,30,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,0,2,2,1,1,2,3,3,2,2,3,3,3,2,2,2,2,1,2,2,2,1,1,3,2,4,4,3,3,3,2,1,3,4,4,1,1,0,0,0,0,1,0,0,4,4,3,4,5,4,4,4,3,3
3831848289,635,18,40,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,15,3,2,3,2,3,4,3,1,2,4,4,3,3,2,2,1,1,2,1,3,3,2,2,2,3,3,5,3,3,1,3,5,5,1,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4
3831863513,931,19,20,1,0,1,0,0,0,0,0,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,3,2,1,1,4,3,3,2,1,3,3,3,3,2,4,4,2,2,1,3,1,1,2,4,3,4,3,1,3,3,1,4,4,0,1,0,1,0,1,1,0,0,3,3,3,3,3,3,3,3,3,3
3831873450,820,19,20,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,3,2,2,4,5,5,4,4,4,4,4,3,2,3,1,1,3,4,1,2,2,2,2,3,5,3,4,2,1,1,2,5,1,0,1,0,1,0,1,1,0,0,5,5,5,4,3,3,5,3,3,5
3831907324,576,20,40,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,10,2,1,2,2,4,3,3,2,2,2,3,3,4,2,2,2,4,2,2,3,2,3,2,3,3,4,3,2,2,1,4,3,3,1,0,0,0,0,0,0,0,0,4,4,3,3,4,2,4,4,4,4
3831916860,1107,20,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,1,1,1,1,4,4,2,1,1,1,2,1,4,1,1,1,1,4,1,3,1,5,1,1,5,3,4,1,3,1,4,5,3,0,1,0,1,0,0,1,0,0,5,4,3,3,4,3,4,3,1,4
3831934253,761,20,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,2,2,2,4,2,2,3,3,3,3,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,4,3,1,2,4,3,0,1,0,1,0,1,1,0,0,4,4,4,3,5,4,4,2,2,5
3831965474,553,21,30,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,2,2,3,2,1,4,4,4,2,1,2,5,2,3,1,1,1,3,2,3,3,1,1,3,4,1,3,3,4,2,1,3,4,1,0,1,0,0,0,1,0,0,0,4,5,2,2,4,4,3,3,4,4
3832056230,739,22,30,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,4,2,2,2,2,1,3,3,2,3,2,3,2,2,3,2,4,1,3,2,2,2,5,5,5,5,2,2,3,4,5,3,5,1,1,0,1,0,1,1,0,0,3,3,3,3,5,5,3,3,3,5
3832076724,617,23,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,2,1,3,4,4,1,2,2,3,2,2,3,1,1,1,3,1,2,1,3,1,1,5,4,5,3,3,1,2,3,2,1,1,0,0,0,1,1,0,0,4,3,4,3,5,5,5,5,5,5
3832425419,708,5,50,1,0,1,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,5,3,3,3,3,4,3,4,1,3,4,3,3,4,2,2,1,4,2,2,2,4,3,3,2,1,2,3,4,1,4,4,4,4,0,1,1,0,1,1,1,0,0,5,4,4,3,3,1,2,4,1,3
3832476251,737,6,30,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,3,1,2,1,3,2,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,5,2,3,3,1,1,1,4,3,2,3,0,1,0,1,0,1,1,0,0,5,5,5,5,5,5,5,4,5,5
3832513477,2242,7,50,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,2,3,2,2,2,5,2,1,3,2,3,4,3,5,4,3,2,4,2,1,4,2,1,1,3,2,1,1,3,3,1,5,3,4,1,1,0,0,0,1,0,1,0,5,5,4,4,3,5,5,3,3,4
3832530101,2208,7,50,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,1,2,1,2,2,3,1,3,2,2,1,1,3,4,2,2,4,2,2,2,2,1,3,3,3,3,1,1,1,1,3,3,3,1,0,0,0,0,1,0,0,0,5,4,3,3,5,3,4,4,3,3
3832542752,2008,7,40,1,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,8,2,2,3,2,4,4,2,2,4,4,2,2,4,4,1,1,1,1,1,1,1,2,1,3,2,2,3,1,3,1,5,4,5,0,0,1,0,0,1,1,1,0,4,4,4,4,4,2,4,5,4,3
3832546454,449,7,30,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
3832559846,746,7,50,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,2,1,1,4,3,2,2,1,1,4,2,4,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,0,0,0,0,1,1,0,0,1,1,4,1,4,4,4,4,4,4
3832566859,84,8,40,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832568744,1058,8,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,10,4,2,4,2,2,4,2,1,2,3,4,3,3,2,3,3,1,3,1,4,2,3,1,1,2,2,4,1,2,1,3,4,3,1,1,0,0,0,1,1,0,0,4,4,3,3,4,3,3,5,4,4
3832571912,585,8,60,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,0,0,0,0,0,0,0,0,4,1,1,1,4,3,4,4,4,4
3832572933,832,8,20,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,3,1,1,3,4,1,1,1,2,2,2,1,1,0,1,0,1,0,0,0,3,3,3,4,4,3,3,4,4,4
3832573359,538,8,40,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,1,2,1,2,4,1,1,2,2,1,2,1,3,1,1,1,3,2,2,1,1,2,1,1,1,1,1,2,1,1,3,4,2,0,0,1,0,0,1,1,0,0,3,3,3,3,3,3,3,3,3,3
3832576864,606,8,30,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,8,3,1,3,1,2,5,3,1,1,2,5,3,1,1,4,1,4,1,1,5,1,1,5,4,4,4,4,1,1,1,4,3,4,1,0,0,0,0,0,0,0,0,4,3,3,3,4,4,4,4,4,4
3832585741,1020,8,40,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,2,4,1,3,4,1,3,2,1,1,3,3,5,2,2,2,5,2,4,3,3,4,5,4,4,3,2,2,3,4,4,4,4,1,0,1,1,0,1,1,0,0,4,4,4,4,4,3,4,5,2,5
3832590233,1060,8,30,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,5,3,1,3,2,4,3,3,2,1,2,4,3,3,2,2,2,2,1,1,3,2,2,3,4,3,4,3,2,2,1,2,4,2,1,0,0,1,0,1,0,0,0,4,5,3,4,4,2,3,2,4,4
3832600223,769,8,30,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,4,4,4,3,2,3,4,2,4,4,4,3,2,2,2,2,4,3,2,3,3,3,5,3,2,2,4,5,2,3,2,4,2,0,1,1,0,0,1,1,0,0,5,3,1,1,4,3,3,3,3,3
3832603390,3015,8,30,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,4,3,4,3,2,4,4,3,4,5,4,4,2,3,4,2,3,2,2,4,4,3,4,4,4,5,4,3,2,4,2,1,2,1,1,0,0,0,0,1,0,0,4,3,4,3,3,3,3,3,3,3
3832620015,821,8,30,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,4,1,2,1,1,2,3,1,1,3,1,4,2,1,1,4,1,1,1,2,3,4,2,2,2,1,4,3,1,2,4,3,0,1,1,1,1,1,1,1,0,4,2,4,4,4,2,4,4,4,4
3832650563,143,9,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832669996,6884,9,30,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,5,2,2,2,2,4,5,3,1,3,3,3,2,1,4,2,1,2,3,1,4,3,2,2,2,4,3,4,2,1,1,2,4,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
3832670711,242,9,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832674765,404,9,40,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,3,1,3,3,4,4,3,1,1,4,4,3,3,3,4,3,3,2,2,2,3,4,1,3,1,1,1,1,1,1,5,5,3,0,0,1,0,0,0,1,0,0,3,1,3,3,1,3,1,4,4,4
3832675536,678,9,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,6,4,2,3,2,2,5,5,2,4,4,3,4,4,4,4,2,4,3,2,4,2,5,5,4,3,5,5,5,5,5,4,2,2,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
3832679112,1828,9,40,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,15,3,1,2,1,4,5,5,1,4,4,4,2,4,5,3,2,5,5,1,3,5,5,2,2,5,4,5,4,3,4,2,4,2,0,1,0,0,0,1,1,0,0,4,4,4,1,4,1,4,4,1,4
3832736585,606,10,50,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,1,1,1,2,2,4,2,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,2,0,0,1,0,0,1,1,0,0,4,3,3,3,4,3,4,4,4,4
